"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"8586","Positive",3,"ownerwithdeed",4,35,"married","No","Self","less miser",0,1,350,1300,1588,0.2,2,2,7
"8587","Negative",2,"ownerwithdeed",5,42,"widower","No","Others","less miser",35,1,0,650,865,0.2,2,2,4
"8588","Positive",3,"ownerwithdeed",4,31,"married","No","Permanent","less miser",84,1,0,700,1702,0.2,1,2,5
"8589","Positive",3,"parents",5,30,"single","No","Permanent","miser",95,1,0,900,1158,0.2,2,2,10
"8590","Positive",3,"ownerwithdeed",3,41,"married","No","Permanent","less miser",104,1,800,900,1607,0.2,1,2,10
"8591","Positive",3,"ownerwithdeed",3,58,"married","No","Permanent","less miser",390,1,0,1000,2318,0.2,1,2,4
"8592","Positive",3,"ownerwithdeed",5,50,"married","No","Permanent","less miser",209,1,0,1450,1786,0.2,2,2,6
"8593","Positive",3,"private",4,27,"married","No","Permanent","less miser",71,1,0,800,1505,0.2,1,2,1
"8594","Positive",2,"parents",3,33,"married","No","Permanent","miser",200,1,0,600,1580,0.2,1,2,10
"8595","Negative",2,"ownerwithdeed",5,47,"separated","No","Permanent","miser",48,1,0,1200,1445,0.2,2,2,9
"8596","Negative",2,"parents",5,38,"separated","Yes","Self","less miser",140,1,0,700,1738,0.2,1,2,6
"8597","Positive",3,"ownerwithdeed",2,41,"married","No","Self","less miser",0,1,0,1200,2676,0.2,1,2,2
"8598","Negative",3,"ownerwithdeed",3,30,"married","No","Permanent","less miser",82,1,0,800,975,0.2,2,2,1
"8599","Positive",3,"ownerwithdeed",3,49,"married","No","Self","less miser",126,1,0,800,1150,0.2,1,2,7
"8600","Positive",3,"ownerwithdeed",4,53,"married","No","Permanent","less miser",111,1,0,1300,1763,0.2,2,2,10
"8601","Positive",3,"ownerwithdeed",4,44,"married","No","Permanent","less miser",87,1,0,800,1694,0.2,1,2,7
"8602","Positive",2,"rented",6,34,"married","No","Self","less spenthrift",535,1,0,500,1196,0.2,1,2,5
"8603","Positive",3,"rented",3,51,"married","Yes","Self","less miser",0,1,0,400,600,0.2,1,2,1
"8604","Negative",2,"ownerwithdeed",5,36,"married","Yes","Self","less miser",0,1,2000,1500,1743,0.2,2,2,2
"8605","Positive",3,"others",4,40,"married","Yes","Self","less miser",270,1,0,2300,2750,0.2,2,2,4
"8606","Negative",3,"parents",3,27,"single","No","Temporaray","miser",53,1,0,225,350,0.2,1,2,8
"8607","Negative",2,"ownerwithdeed",3,38,"married","No","Self","less spenthrift",49,1,300,1200,1619,0.2,2,2,3
"8608","Positive",3,"others",5,40,"married","No","Permanent","less miser",140,1,0,700,1465,0.2,1,2,4
"8609","Positive",2,"parents",5,24,"single","No","Permanent","miser",67,1,0,316,1080,0.2,1,2,9
"8610","Positive",3,"ownerwithdeed",4,37,"married","No","Self","less miser",189,1,3000,2300,2936,0.2,2,2,5
"8611","Positive",2,"rented",5,30,"married","No","Permanent","miser",80,1,0,1000,1056,0.2,2,2,10
"8612","Positive",3,"rented",4,44,"married","No","Permanent","less miser",170,1,0,1000,1387,0.2,2,2,2
"8613","Positive",3,"private",3,31,"married","No","Permanent","less miser",110,1,360,400,450,0.2,2,2,1
"8614","Positive",2,"others",5,27,"married","No","Permanent","miser",98,1,0,1200,1609,0.2,2,2,10
"8615","Negative",3,"parents",2,31,"married","No","Self","miser",67,1,0,200,2000,0.2,1,2,8
"8616","Positive",2,"ownerwithdeed",1,28,"married","No","Permanent","miser",120,1,0,1000,2997,0.2,1,2,4
"8617","Positive",3,"ownerwithdeed",3,38,"married","No","Permanent","less miser",150,1,0,2800,4400,0.2,1,2,8
"8618","Positive",2,"parents",3,25,"single","No","Permanent","miser",62,1,0,750,1366,0.2,1,2,6
"8619","Positive",3,"ownerwithdeed",4,51,"married","No","Self","miser",100,1,0,1100,1358,0.2,2,2,7
"8620","Positive",2,"ownerwithdeed",5,36,"married","No","Permanent","less miser",160,1,0,1500,2038,0.2,2,2,5
"8621","Positive",3,"ownerwithdeed",4,37,"married","No","Permanent","less miser",205,1,0,600,1243,0.2,1,2,3
"8622","Negative",3,"rented",5,37,"single","No","Permanent","less miser",115,1,0,1600,1800,0.2,2,2,5
"8623","Negative",2,"others",4,45,"married","Yes","Permanent","less miser",0,1,0,1000,1135,0.2,2,2,7
"8624","Negative",2,"others",5,51,"married","No","Self","less miser",0,1,0,1300,1321,0.2,98.4102952308857,2,8
"8625","Negative",3,"ownerwithdeed",2,34,"married","No","Self","miser",0,1,0,1300,2099,0.2,1,2,6
"8626","Positive",3,"ownerwithdeed",1,39,"married","No","Self","less miser",110,1,0,700,1100,0.2,1,2,10
"8627","Positive",2,"ownerwithdeed",5,49,"married","No","Permanent","less spenthrift",531,1,0,1400,1601,0.2,2,2,2
"8628","Positive",3,"private",5,24,"single","No","Permanent","miser",145,1,0,1000,1346,0.2,2,2,2
"8629","Positive",3,"rented",4,36,"married","Yes","Self","less miser",120,1,0,775,950,0.2,2,2,5
"8630","Positive",2,"ownerwithdeed",2,33,"married","No","Temporaray","miser",100,1,0,500,2700,0.2,1,2,1
"8631","Positive",3,"ownerwithdeed",5,39,"married","No","Permanent","less miser",167,1,0,1435,1875,0.2,2,2,6
"8632","Positive",3,"ownerwithdeed",1,41,"married","No","Self","less miser",245,1,0,500,1253,0.2,1,2,8
"8633","Positive",3,"ownerwithdeed",3,59,"married","No","Permanent","miser",100,1,0,850,1334,0.2,1,2,6
"8634","Positive",3,"ownerwithdeed",4,46,"married","No","Self","less miser",190,1,0,800,847,0.2,2,2,3
"8635","Positive",2,"ownerwithdeed",5,32,"married","No","Permanent","miser",125,1,2300,1350,1550,0.2,2,2,8
"8636","Positive",3,"ownerwithdeed",5,33,"married","No","Permanent","less miser",90,1,0,1200,1323,0.2,2,2,9
"8637","Positive",2,"ownerwithdeed",5,34,"married","No","Permanent","less miser",205,1,3700,1300,2060,0.2,1,2,2
"8638","Negative",2,"others",2,28,"single","No","Permanent","miser",51,1,0,800,1750,0.2,1,2,6
"8639","Positive",3,"ownerwithdeed",4,56,"married","No","Permanent","miser",144,1,0,850,928,0.2,2,2,7
"8640","Negative",3,"rented",3,40,"married","Yes","Self","miser",0,1,0,1800,2800,0.2,1,2,8
"8641","Negative",3,"ownerwithdeed",5,45,"married","Yes","Permanent","less spenthrift",235,1,670,1400,2079,0.2,1,2,2
"8642","Positive",3,"ownerwithdeed",3,46,"married","No","Permanent","miser",160,1,600,600,1100,0.2,1,2,3
"8643","Positive",3,"rented",5,54,"married","No","Permanent","less miser",90,1,0,1000,1303,0.2,2,2,2
"8644","Positive",3,"others",5,43,"single","No","Permanent","miser",115,1,0,1000,1338,0.2,2,2,3
"8645","Positive",2,"ownerwithdeed",4,53,"married","No","Self","miser",213,1,0,1250,2040,0.2,1,2,5
"8646","Negative",2,"ownerwithdeed",5,43,"married","Yes","Permanent","less miser",85,1,0,1500,1813,0.2,2,2,4
"8647","Positive",2,"private",3,51,"married","No","Others","less miser",192,1,108,575,1075,0.2,1,2,10
"8648","Negative",3,"ownerwithdeed",5,61,"married","Yes","Self","miser",0,0,0,950,1015,0.2,2,2,3
"8649","Positive",3,"ownerwithdeed",5,34,"single","No","Permanent","miser",90,1,0,1000,1349,0.2,2,2,1
"8650","Positive",2,"parents",3,26,"married","No","Self","miser",61,1,0,800,1000,0.2,2,2,1
"8651","Positive",2,"parents",18,21,"single","Yes","Permanent","miser",75,1,0,500,1364,0.2,1,2,5
"8652","Positive",2,"parents",5,41,"married","Yes","Permanent","miser",80,1,0,1000,1500,0.2,1,2,10
"8653","Positive",3,"ownerwithdeed",5,28,"married","No","Self","less miser",0,1,0,1200,1214,0.2,98.8467874794069,2,10
"8654","Negative",2,"rented",3,23,"married","No","Permanent","less miser",178,1,0,1600,2000,0.2,2,2,1
"8655","Negative",2,"rented",6,37,"separated","Yes","Self","miser",0,1,0,760,768,0.2,98.9583333333333,2,2
"8656","Positive",3,"ownerwithdeed",5,27,"married","No","Self","miser",180,1,3530,1700,1847,0.2,2,2,10
"8657","Positive",3,"ownerwithdeed",5,56,"married","No","Permanent","miser",120,1,0,1400,1477,0.2,2,2,6
"8658","Negative",2,"ownerwithdeed",5,40,"married","No","Self","miser",349,1,4000,1300,1511,0.2,2,2,6
"8659","Negative",3,"others",5,36,"married","Yes","Permanent","less miser",99,1,0,750,790,0.2,2,2,9
"8660","Positive",3,"rented",4,46,"married","No","Permanent","less miser",122,1,0,1350,1500,0.2,2,2,3
"8661","Positive",3,"ownerwithdeed",6,42,"married","No","Permanent","less spenthrift",111,1,0,1000,2626,0.2,1,2,5
"8662","Negative",3,"ignore",4,46,"married","No","Self","less miser",91,1,0,4500,6222,0.2,2,2,9
"8663","Positive",3,"parents",5,23,"single","No","Permanent","miser",109,1,0,1332,1332,0.2,3,2,3
"8664","Negative",2,"ownerwithdeed",3,54,"married","No","Others","less miser",35,1,0,1000,1613,0.2,1,2,7
"8665","Positive",3,"ownerwithdeed",4,38,"married","No","Permanent","less miser",371,1,4350,1450,1670,0.2,2,2,4
"8666","Positive",3,"others",42,26,"single","No","Permanent","miser",67,1,0,800,1400,0.2,1,2,7
"8667","Positive",3,"ownerwithdeed",5,33,"married","No","Self","less miser",0,1,450,1350,2006,0.2,1,2,10
"8668","Negative",2,"private",4,40,"married","No","Self","less miser",0,1,0,750,1720,0.2,1,2,7
"8669","Positive",2,"rented",4,33,"single","No","Temporaray","miser",57,1,0,1230,1515,0.2,2,2,10
"8670","Positive",3,"ownerwithdeed",30,27,"married","No","Permanent","less miser",70,1,0,1200,1531,0.2,2,2,4
"8671","Negative",2,"ownerwithdeed",4,25,"married","No","Temporaray","miser",63,1,0,890,890,0.2,3,2,3
"8672","Positive",3,"ownerwithdeed",5,32,"married","Yes","Permanent","miser",204,1,0,1200,1503,0.2,2,2,3
"8673","Positive",3,"ownerwithdeed",2,51,"married","No","Permanent","less miser",185,1,0,600,750,0.2,2,2,6
"8674","Negative",3,"ownerwithdeed",4,40,"married","Yes","Permanent","less miser",115,1,100,1200,1800,0.2,1,2,5
"8675","Positive",2,"ownerwithdeed",3,37,"married","No","Self","miser",141,1,400,1000,1912,0.2,1,2,2
"8676","Positive",3,"private",4,36,"married","No","Permanent","less miser",81,1,0,1200,1385,0.2,2,2,6
"8677","Positive",3,"rented",5,25,"married","No","Permanent","less miser",100,1,0,1000,11140,0.2,1,2,4
"8678","Positive",3,"parents",4,28,"single","Yes","Permanent","miser",96,1,0,1100,1370,0.2,2,2,6
"8679","Positive",2,"ownerwithdeed",5,34,"married","No","Self","less miser",0,1,0,1350,1423,0.2,2,2,8
"8680","Negative",2,"ownerwithdeed",5,20,"single","No","Permanent","miser",150,1,2000,1500,1599,0.2,2,2,6
"8681","Positive",3,"rented",5,34,"married","No","Permanent","less miser",199,1,0,1550,2100,0.2,2,2,4
"8682","Positive",3,"parents",2,45,"single","No","Permanent","miser",96,1,0,300,600,0.2,1,2,3
"8683","Positive",2,"rented",2,28,"married","No","Permanent","less miser",198,1,0,100,560,0.2,1,2,3
"8684","Positive",2,"ownerwithdeed",5,27,"married","No","Self","less miser",21,1,0,1050,1064,0.2,98.6842105263158,2,3
"8685","Positive",3,"ownerwithdeed",5,63,"married","No","Self","less miser",70,1,0,700,925,0.2,2,2,10
"8686","Negative",3,"parents",5,23,"single","No","Permanent","miser",50,1,0,1200,1830,0.2,1,2,6
"8687","Positive",2,"ownerwithdeed",5,26,"married","No","Self","miser",121,1,3055,1400,1581,0.2,2,2,3
"8688","Negative",2,"rented",5,41,"separated","No","Permanent","miser",58,1,0,1000,1189,0.2,2,2,9
"8689","Negative",2,"parents",4,27,"single","No","Permanent","miser",93,1,0,550,818,0.2,1,2,4
"8690","Positive",3,"ownerwithdeed",3,53,"married","No","Permanent","miser",100,1,0,475,550,0.2,2,2,5
"8691","Positive",3,"parents",3,37,"married","No","Permanent","less miser",130,1,0,800,1479,0.2,1,2,8
"8692","Positive",2,"ownerwithdeed",4,50,"married","No","Self","less miser",0,0,0,900,1073,0.2,2,2,2
"8693","Negative",2,"others",3,30,"single","No","Permanent","miser",55,1,0,950,1316,0.2,2,2,10
"8694","Positive",2,"ownerwithdeed",4,45,"married","No","Temporaray","miser",110,1,0,1200,1642,0.2,2,2,8
"8695","Negative",3,"rented",2,36,"married","No","Self","less miser",0,1,0,240,240,0.2,3,2,10
"8696","Positive",3,"ownerwithdeed",5,39,"married","No","Self","less miser",95,1,0,1000,1058,0.2,2,2,6
"8697","Positive",3,"rented",5,44,"married","Yes","Self","less miser",0,1,0,1800,1888,0.2,2,2,4
"8698","Positive",3,"ownerwithdeed",3,47,"married","No","Self","less miser",35,1,0,1200,1974,0.2,1,2,7
"8699","Positive",3,"rented",4,55,"married","No","Self","less miser",156,1,0,1000,1643,0.2,1,2,8
"8700","Negative",3,"parents",5,35,"separated","No","Permanent","miser",105,1,0,800,1084,0.2,2,2,4
"8701","Negative",2,"rented",3,32,"married","No","Permanent","less miser",58,1,0,500,615,0.2,2,2,6
"8702","Positive",3,"ownerwithdeed",2,40,"married","No","Self","less miser",0,1,0,500,1490,0.2,1,2,5
"8703","Negative",2,"others",4,23,"single","No","Temporaray","miser",147,1,0,1000,1843,0.2,1,2,9
"8704","Negative",2,"ownerwithdeed",5,38,"married","Yes","Permanent","less miser",77,1,5000,1805,1805,0.2,3,2,4
"8705","Positive",3,"ownerwithdeed",5,47,"married","No","Permanent","less miser",66,1,0,600,1625,0.2,1,2,4
"8706","Positive",3,"rented",4,33,"married","No","Permanent","less miser",125,1,0,944,1054,0.2,2,2,10
"8707","Positive",3,"ownerwithdeed",5,33,"married","No","Self","less miser",150,1,0,1500,2738,0.2,1,2,5
"8708","Positive",2,"parents",3,22,"single","No","Temporaray","miser",105,1,0,750,1092,0.2,1,2,5
"8709","Positive",3,"ownerwithdeed",2,64,"married","Yes","Self","less miser",500,1,3500,800,1081,0.2,2,2,1
"8710","Positive",3,"parents",4,46,"divorced","No","Permanent","miser",125,1,0,1000,1284,0.2,2,2,3
"8711","Positive",2,"parents",18,23,"single","No","Temporaray","miser",50,1,0,250,1139,0.2,1,2,7
"8712","Positive",2,"ownerwithdeed",5,30,"married","No","Permanent","less miser",95,1,1250,1300,1665,0.2,2,2,10
"8713","Positive",3,"rented",4,37,"married","No","Permanent","less miser",181,1,0,1050,1317,0.2,2,2,3
"8714","Positive",3,"ownerwithdeed",5,45,"divorced","No","Permanent","miser",140,1,0,1000,1200,0.2,2,2,2
"8715","Positive",2,"parents",4,26,"single","No","Permanent","miser",75,1,0,850,1400,0.2,1,2,10
"8716","Positive",3,"parents",5,34,"married","No","Permanent","less miser",182,1,0,1500,1889,0.2,2,2,1
"8717","Positive",3,"parents",30,27,"single","No","Permanent","miser",117,1,0,600,1293,0.2,1,2,8
"8718","Positive",3,"private",5,26,"married","No","Permanent","miser",217,1,0,750,1546,0.2,1,2,6
"8719","Positive",2,"ownerwithdeed",1,61,"married","No","Others","miser",58,1,0,500,1342,0.2,1,2,6
"8720","Positive",3,"ownerwithdeed",3,34,"married","No","Permanent","less miser",180,1,0,400,1084,0.2,1,2,6
"8721","Positive",3,"parents",2,23,"single","No","Temporaray","less miser",110,1,0,900,931,0.2,2,2,8
"8722","Negative",3,"ownerwithdeed",4,40,"married","Yes","Permanent","miser",87,1,0,600,1258,0.2,1,2,8
"8723","Positive",2,"parents",42,21,"single","No","Permanent","miser",75,1,0,900,1141,0.2,2,2,10
"8724","Positive",2,"others",5,37,"married","No","Permanent","less miser",198,1,0,1000,1000,0.2,3,2,5
"8725","Positive",3,"ownerwithdeed",5,40,"married","Yes","Permanent","less miser",233,1,2640,1400,2038,0.2,1,2,5
"8726","Positive",3,"ownerwithdeed",30,30,"married","Yes","Permanent","less miser",126,1,0,500,1661,0.2,1,2,1
"8727","Negative",3,"parents",5,49,"married","No","Self","less spenthrift",43,1,0,1200,1451,0.2,2,2,6
"8728","Positive",3,"ownerwithdeed",5,61,"married","No","Permanent","less miser",154,1,0,1350,1650,0.2,2,2,1
"8729","Positive",2,"ownerwithdeed",4,29,"married","No","Permanent","less miser",160,1,0,1000,1226,0.2,2,2,1
"8730","Positive",2,"parents",2,21,"single","No","Permanent","miser",160,1,0,900,1681,0.2,1,2,2
"8731","Negative",3,"ownerwithdeed",5,40,"married","No","Permanent","less miser",70,1,0,1388,1388,0.2,3,2,2
"8732","Positive",3,"rented",5,41,"married","No","Permanent","less miser",120,1,700,1600,1776,0.2,2,2,4
"8733","Positive",3,"ownerwithdeed",3,30,"married","No","Self","less miser",80,1,3000,1000,1734,0.2,1,2,2
"8734","Positive",3,"rented",3,39,"married","No","Self","less miser",90,1,0,600,875,0.2,1,2,3
"8735","Negative",2,"parents",3,24,"single","Yes","Temporaray","miser",120,1,0,250,750,0.2,1,2,10
"8736","Positive",3,"ownerwithdeed",5,46,"married","No","Self","less miser",190,1,0,1500,2755,0.2,1,2,10
"8737","Positive",3,"ownerwithdeed",3,34,"married","No","Permanent","less miser",130,1,0,650,1601,0.2,1,2,2
"8738","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","miser",111,1,0,1600,1707,0.2,2,2,7
"8739","Positive",3,"rented",5,43,"married","No","Permanent","less spenthrift",280,1,0,850,863,0.2,98.4936268829664,2,7
"8740","Positive",3,"rented",5,31,"single","No","Permanent","less miser",110,1,0,850,880,0.2,2,2,5
"8741","Negative",3,"rented",3,28,"married","No","Self","less miser",0,1,0,900,1200,0.2,2,2,8
"8742","Positive",3,"ownerwithdeed",5,54,"married","No","Permanent","less miser",150,1,0,1000,1388,0.2,2,2,1
"8743","Negative",3,"private",4,37,"married","No","Permanent","less miser",150,1,0,1200,1350,0.2,2,2,2
"8744","Positive",2,"ownerwithdeed",3,47,"married","No","Temporaray","miser",85,1,0,500,700,0.2,2,2,6
"8745","Negative",3,"ownerwithdeed",3,36,"married","Yes","Self","less miser",200,1,0,1100,1250,0.2,2,2,7
"8746","Positive",3,"others",4,24,"single","No","Permanent","less miser",88,1,0,1200,1302,0.2,2,2,6
"8747","Negative",2,"others",5,22,"single","No","Permanent","miser",58,1,0,1450,1600,0.2,2,2,9
"8748","Negative",3,"others",4,37,"married","No","Permanent","less miser",98,1,0,950,1365,0.2,1,2,3
"8749","Positive",3,"ownerwithdeed",5,45,"married","No","Permanent","less spenthrift",198,1,0,900,1541,0.2,1,2,6
"8750","Positive",3,"ownerwithdeed",5,39,"married","No","Self","less miser",171,1,0,3000,3569,0.2,2,2,5
"8751","Positive",3,"parents",3,37,"single","Yes","Permanent","miser",150,1,0,1000,2484,0.2,1,2,9
"8752","Negative",2,"others",5,23,"single","No","Temporaray","miser",0,1,0,1000,1084,0.2,2,2,4
"8753","Positive",3,"ownerwithdeed",6,52,"married","Yes","Self","less miser",0,1,0,550,2136,0.2,1,2,3
"8754","Positive",3,"private",4,31,"married","No","Permanent","less miser",122,1,0,1400,1732,0.2,2,2,9
"8755","Positive",2,"ownerwithdeed",5,31,"married","No","Permanent","less miser",306,1,0,1000,2095,0.2,1,2,6
"8756","Positive",3,"private",5,48,"widower","No","Self","less miser",200,1,500,1300,1309,0.2,3,2,7
"8757","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",107,1,2500,950,1610,0.2,1,2,3
"8758","Positive",2,"parents",2,29,"single","No","Temporaray","miser",147,1,0,650,1370,0.2,1,2,2
"8759","Negative",3,"ownerwithdeed",5,44,"single","Yes","Permanent","miser",100,1,360,1050,1606,0.2,1,2,4
"8760","Positive",3,"ownerwithdeed",5,31,"single","No","Permanent","miser",172,1,0,850,1934,0.2,1,2,3
"8761","Positive",2,"ownerwithdeed",6,30,"single","No","Permanent","miser",300,1,0,750,1436,0.2,1,2,7
"8762","Positive",3,"ownerwithdeed",3,40,"widower","No","Permanent","miser",109,1,3300,900,1073,0.2,2,2,6
"8763","Positive",3,"ownerwithdeed",4,28,"single","No","Permanent","miser",345,1,0,830,1152,0.2,2,2,1
"8764","Negative",3,"ownerwithdeed",5,37,"single","No","Permanent","miser",92,1,0,1500,1635,0.2,2,2,3
"8765","Negative",2,"parents",5,35,"married","Yes","Permanent","miser",410,1,0,2000,2228,0.2,2,2,8
"8766","Positive",3,"parents",5,21,"single","No","Temporaray","miser",70,1,0,1400,1550,0.2,2,2,8
"8767","Positive",3,"parents",42,27,"single","No","Permanent","miser",107,1,0,400,1418,0.2,1,2,3
"8768","Positive",3,"ownerwithdeed",3,32,"married","No","Permanent","less miser",115,1,0,800,1280,0.2,1,2,5
"8769","Positive",2,"others",5,20,"single","No","Permanent","miser",165,1,0,1000,1275,0.2,2,2,4
"8770","Positive",2,"parents",5,19,"single","No","Others","less miser",200,1,0,1800,2091,0.2,2,2,4
"8771","Positive",3,"ownerwithdeed",2,52,"married","No","Permanent","miser",180,1,0,580,1380,0.2,1,2,2
"8772","Negative",2,"ownerwithdeed",3,55,"married","No","Permanent","miser",87,1,0,1150,2000,0.2,1,2,1
"8773","Positive",3,"others",5,34,"married","No","Permanent","less miser",154,1,0,1600,1778,0.2,2,2,8
"8774","Positive",2,"ownerwithdeed",3,53,"separated","No","Self","miser",0,1,2000,600,787,0.2,2,2,3
"8775","Negative",2,"parents",2,21,"single","No","Permanent","miser",60,1,0,900,1486,0.2,1,2,6
"8776","Negative",2,"ownerwithdeed",2,32,"married","No","Temporaray","less miser",182,1,200,175,175,0.2,3,2,7
"8777","Negative",2,"ownerwithdeed",5,26,"single","No","Self","miser",0,1,4800,1600,1911,0.2,2,2,2
"8778","Positive",3,"ownerwithdeed",5,50,"married","No","Self","miser",0,1,0,700,985,0.2,2,2,1
"8779","Positive",2,"others",3,32,"single","No","Self","miser",0,1,0,1000,1172,0.2,2,2,1
"8780","Positive",2,"ownerwithdeed",18,26,"single","No","Others","miser",85,1,2600,600,1290,0.2,1,2,4
"8781","Positive",3,"rented",3,33,"separated","Yes","Permanent","less miser",115,1,0,645,895,0.2,2,2,6
"8782","Positive",2,"others",3,46,"married","No","Self","less miser",0,1,0,660,1212,0.2,1,2,6
"8783","Positive",3,"ownerwithdeed",18,37,"married","No","Permanent","less miser",215,1,0,600,1661,0.2,1,2,3
"8784","Positive",3,"ownerwithdeed",5,48,"married","No","Self","less miser",273,1,0,2000,2529,0.2,2,2,3
"8785","Positive",3,"parents",3,26,"married","No","Self","less miser",0,1,0,1000,1500,0.2,1,2,2
"8786","Positive",2,"parents",5,22,"single","No","Permanent","miser",110,1,0,1500,2098,0.2,2,2,7
"8787","Negative",2,"others",3,41,"married","Yes","Self","miser",0,1,0,1000,1600,0.2,1,2,9
"8788","Negative",2,"rented",3,61,"married","No","Permanent","miser",57,1,0,2500,3559,0.2,2,2,1
"8789","Positive",3,"parents",4,24,"single","No","Permanent","miser",163,1,0,1000,1260,0.2,2,2,4
"8790","Positive",2,"parents",2,24,"married","No","Permanent","miser",120,1,0,500,650,0.2,2,2,5
"8791","Negative",2,"parents",5,26,"single","No","Permanent","miser",52,1,0,1050,1372,0.2,2,2,2
"8792","Positive",2,"rented",3,22,"single","No","Permanent","less miser",136,1,0,450,2050,0.2,1,2,6
"8793","Negative",2,"ownerwithdeed",3,36,"married","No","Self","less spenthrift",82,1,0,1300,1500,0.2,2,2,9
"8794","Positive",2,"rented",4,45,"married","No","Self","less miser",124,1,0,1600,1895,0.2,2,2,7
"8795","Positive",3,"parents",1,43,"married","No","Permanent","less spenthrift",265,1,0,500,1114,0.2,1,2,5
"8796","Positive",3,"parents",2,35,"married","Yes","Permanent","miser",189,1,0,800,1828,0.2,1,2,7
"8797","Negative",2,"ownerwithdeed",5,35,"married","Yes","Self","less miser",0,1,3000,2000,2477,0.2,2,2,4
"8798","Positive",3,"parents",3,28,"married","No","Self","less miser",230,1,0,1700,2300,0.2,2,2,3
"8799","Negative",2,"ownerwithdeed",5,32,"married","Yes","Permanent","less miser",260,1,450,1800,2400,0.2,2,2,4
"8800","Positive",3,"private",3,66,"single","No","Permanent","miser",111,1,0,800,1251,0.2,1,2,10
"8801","Positive",3,"others",4,33,"married","No","Permanent","less miser",125,1,0,1000,1587,0.2,1,2,5
"8802","Positive",2,"parents",3,25,"single","No","Permanent","miser",440,1,0,550,1546,0.2,1,2,7
"8803","Negative",2,"ownerwithdeed",5,40,"married","Yes","Permanent","less miser",200,1,0,1700,2000,0.2,2,2,5
"8804","Positive",2,"rented",4,42,"married","No","Self","less spenthrift",245,1,0,1450,1489,0.2,2,2,10
"8805","Negative",2,"ownerwithdeed",5,42,"married","No","Others","less spenthrift",88,1,108,1000,1025,0.2,2,2,2
"8806","Negative",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",92,1,1600,875,875,0.2,3,2,4
"8807","Negative",2,"rented",5,30,"married","No","Temporaray","less miser",92,1,0,750,900,0.2,2,2,1
"8808","Positive",3,"ownerwithdeed",5,39,"married","No","Permanent","less miser",130,1,0,1400,1471,0.2,2,2,8
"8809","Positive",3,"parents",5,27,"single","No","Permanent","miser",150,1,0,1350,1750,0.2,2,2,1
"8810","Positive",3,"ownerwithdeed",5,44,"married","No","Permanent","less miser",112,1,0,1450,1625,0.2,2,2,9
"8811","Positive",3,"ownerwithdeed",5,40,"married","Yes","Permanent","less miser",134,1,0,1200,1291,0.2,2,2,2
"8812","Negative",2,"ownerwithdeed",5,32,"married","Yes","Permanent","less miser",101,1,2500,1600,1850,0.2,2,2,10
"8813","Positive",3,"ownerwithdeed",5,29,"married","No","Permanent","miser",143,1,0,1400,1668,0.2,2,2,7
"8814","Negative",3,"private",72,29,"married","No","Permanent","less miser",92,1,850,1450,1516,0.2,2,2,3
"8815","Negative",2,"others",3,40,"married","Yes","Permanent","less miser",150,1,0,800,800,0.2,3,2,2
"8816","Positive",2,"rented",4,41,"separated","No","Permanent","less miser",162,1,0,900,1178,0.2,2,2,2
"8817","Negative",2,"ownerwithdeed",4,34,"married","No","Others","less miser",45,1,0,1000,1476,0.2,1,2,7
"8818","Positive",3,"ownerwithdeed",2,37,"single","No","Permanent","miser",100,1,0,800,1494,0.2,1,2,4
"8819","Positive",3,"ownerwithdeed",4,42,"married","No","Permanent","less miser",118,1,0,900,1350,0.2,1,2,1
"8820","Positive",2,"parents",3,22,"married","No","Temporaray","miser",72,1,0,650,950,0.2,1,2,7
"8821","Positive",3,"parents",1,27,"single","No","Self","miser",129,1,0,400,1777,0.2,1,2,6
"8822","Positive",2,"parents",3,29,"single","No","Temporaray","miser",110,1,0,800,1428,0.2,1,2,5
"8823","Positive",3,"ownerwithdeed",3,58,"married","No","Others","miser",80,1,0,750,1150,0.2,1,2,9
"8824","Positive",3,"ownerwithdeed",3,34,"married","No","Permanent","less miser",97,1,96,600,1253,0.2,1,2,2
"8825","Positive",3,"ownerwithdeed",5,43,"married","No","Permanent","less miser",103,1,0,950,1206,0.2,2,2,9
"8826","Negative",2,"ownerwithdeed",3,42,"married","No","Permanent","less miser",0,1,0,2500,3058,0.2,2,2,1
"8827","Negative",3,"ownerwithdeed",5,31,"married","Yes","Permanent","less miser",96,1,0,960,1031,0.2,2,2,1
"8828","Negative",2,"private",4,55,"married","No","Permanent","less miser",94,1,840,900,1050,0.2,2,2,6
"8829","Positive",3,"parents",6,28,"single","No","Permanent","miser",93,1,0,600,1827,0.2,1,2,9
"8830","Positive",2,"parents",5,24,"single","No","Permanent","miser",148,1,0,1150,1275,0.2,2,2,1
"8831","Positive",2,"ownerwithdeed",5,44,"married","No","Permanent","less miser",274,1,0,1600,2070,0.2,2,2,9
"8832","Positive",3,"parents",5,59,"married","No","Others","miser",140,1,0,650,730,0.2,2,2,3
